idx,question,answer,correctness,explanation
2863,A Hand Is on the Gate marked the Broadway directorial debut of what American actor who resisted playing stereotypically black roles?,Roscoe Lee Browne,0,"Roscoe Lee Browne was an acclaimed American actor who resisted stereotypical roles, but his directorial debut was not 'Hand is on the Gate.' 'Hand is on the Gate' was a Broadway production in 1966, and Browne was a performer, not the director. The director was Gerald Freedman."
3421,Securinega and Zamioculcas are both examples of what?,genus of plants,1,
1360,What 1989-born Liverpool player was Jim Cassell responsible for developing?,Daniel Sturridge,0,"Daniel Sturridge was born in 1989 and played for Liverpool, but Jim Cassell is known for his work at Manchester City's academy, not for developing Sturridge. Sturridge came through the Coventry City and Manchester City youth systems, but Cassell is not specifically credited with his development."
1945,Where was the maker of Cougar bourbon whiskey headquartered before its acquisition by Anheuser-Busch InBev?,"Woking, England",1,
1834,What type of the district is the Downtown Bentonville of the state in the southeastern region of the United States which is home to over 3 million people as of 2017?,business district,1,
3437,What election was Senator Harry Reid at in Nevada?,The 2016 United States Senate election,0,"Harry Reid did not run in the 2016 United States Senate election in Nevada; he retired in 2016. The 2016 election was to replace him, not one he participated in."
1364,The owner of radio station KWPW has the same name as an American character actor. What is it?,Bill McCutcheon,1,
1584,What actor played the male lead in a teen comedy about a high school nerd directed by Steve Rash? ,Patrick Dempsey,1,
3379,"Who died more recently, Lincoln Steffens, or Monique Wittig?",Monique Wittig,1,
419,What is the 2010 population of the city 2.1 miles southwest of Marietta Air Force Station?,"51,271",0,"The city 21 miles southwest of Marietta Air Force Station is likely Newnan, Georgia. According to the 2010 census, Newnan had a population of 33,039, not 51,271. Therefore, the answer is incorrect."
1449,"Which town does Ronald F. Collins represent that a town in York County, Maine, United States?",Limerick,1,
805,"Lawerence Turman had produced a film, with a character named ""Johnny 5"" that had a follow up sequel released in what year?",1988,1,
1228,Is Karjiang a mountain and Sherpi Kangri a mountain peak?,yes,1,
1899,This radio programme that originally aired from October 1995 to April 2000 starred a critic working in what field?,pop music and popular culture,1,
3523,"The song ""Medicine"" by The 1975 appears in a film directed by what Danish filmmaker?",Nicolas Winding Refn,1,
3618,What does the organization associated with Carl Wieland believe about anything other than the young earth view? ,a compromise on biblical inerrancy,1,
2154,"The twenty-first season of South Park was entitled ""White People Renovating Houses"" is which episode of the series overall?",278th episode,1,
1853,"a cabinet-making firm was found which year, from Lancaster?",1730,0,"The question is unclear, but if it refers to the famous cabinetmaking tradition in Lancaster, Pennsylvania, it began in the mid-18th century, but there is no specific record of a cabinetmaking firm being founded in Lancaster in 1730. The answer lacks supporting evidence and specificity."
2874,What continents are the Moneuptychia found in?,the Americas,1,
2940,What country is the theme park served by the Huis Ten Bosch train service themed on?,Netherlands,1,
1867,Which of Jonny Craig and Pete Doherty has been a member of more bands ?,"Jonny"" Craig",1,
1067,"As an American producer of canned soups and related products based in Camden, New Jersey, what company handles the broth business of the Swanson brand?",The Campbell Soup Company,1,
1605,Thomas Henry Moray Followed work down on nuclear batteries in 1912 by this English physicist?,Henry Moseley,1,
1357,"Who is the patron saint of Europe and has a historical religions building in Castres, Languedoc, France named after him?",Benedict of Nursia,1,
1553,ICI House is now named after the company that provides what type of item?,explosives,1,
2318,Is there fruit juice in both a Fizz and a Painkiller cocktail?,yes,1,
2171,Donnie Smith who plays as a left back for New England Revolution belongs to what league featuring 22 teams?,Major League Soccer,1,
1494,Thirukkalacherry is a village in which Indian town?,Tharangambadi,1,
3372,"The elder sister of Darleen Carr is best known for her role as which Von Trapp daughter in ""The Sound of Music?""",the eldest Von Trapp daughter,1,
1635,Who produced a 1999 fantasy-comedy directed by Spike Jonze?,Spike Jonze,0,"The 1999 fantasy comedy directed by Spike Jonze is 'Being John Malkovich.' The producer was Michael Stipe, Sandy Stern, Steve Golin, and Vincent Landay, not Spike Jonze. Spike Jonze was the director, not the producer."
1394,Who was the producer of the 1994 American animated epic musical film which Mel Shaw animated?,Don Hahn,1,
2718,"High School Confidential, an eight part documentary followed twelve high school teenagers from a high school in Overland Park, Kansas that ranked what in the 2009 Newsweek ranking of the top 1,500 high schools in the United States?",#364,0,"The answer '364' is incorrect. Shawnee Mission East High School in Overland Park, Kansas, which was featured in 'High School Confidential,' was ranked 1,364 in the 2009 Newsweek ranking of top 1,500 high schools, not 364."
366,What is the name of this Fortune 500 American company that operates a chain of retail home improvement stores that sponsored House Rules?,Lowe's,1,
1672,Which ground force of the Austro-Hungarian Dual Monarchy did Jan Romer joined ,The Austro-Hungarian Army,1,
2841, Thomas Anthony Jankiewicz was best known for penning a film staring an actress who played Fiona Bowa on what NBC sitcom?,About a Boy,1,
2901,"Which documentary was produced first, The Saimaa Gesture or Eclipse of Reason?",The Saimaa Gesture,0,"Eclipse of Reason was produced in 1987, while Saimaa Gesture was released in 1981. Therefore, Saimaa Gesture was produced first, making the answer correct."
2375,What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,0,"The answer does not specify the actual business concept or company Eric S. Pistorius worked for after being an attorney. It only gives a vague purpose, not the name or nature of the business."
453,What was position of the man who served Prince Andrew from 1990-2001? ,Private Secretary and Treasurer,1,
223,"In what century did this Native warrior and chief, whose brother Tenskwatawa led the Tippecanoe order of battle, become the primary leader of a large, multi tribal confederacy?",nineteenth,1,
3420,"Which genus is native to more continents, Nothoscordum or Callirhoe?",Nothoscordum,1,
2751,The 19 high-rise commercial buildings covering 22 acres between 48th and 51st Streets in New York City feature which style of architecture?,The Art Deco style,1,
9,Are Local H and For Against both from the United States?,yes,1,
2377,What profession does John Landis and Gore Verbinski have in common?,director,1,
1411,What type of arts that have existed since ancient times did the Stieber Twins specialize in?,Graffiti,1,
226,The author of The Thing of It Is... is what Nationality?,American,0,"The author of 'Thing of It Is' is Donald E. Westlake, who was American. However, the question is ambiguous and could refer to other works. Without clarification, the answer may not be definitively correct."
1216,What position did Ernest Newman hold at Her Majesty's Royal Palace and Fortress?,Chaplain,0,"There is no evidence that Ernest Newman held the position of chaplain at Her Majesty's Royal Palace and Fortress (the Tower of London). Ernest Newman was a noted English music critic, not a chaplain."
1614,"The composer of the music for the ballet ""The Seasons""  was the director of what organization from 1905 to 1928?",Saint Petersburg Conservatory,1,
1793,Robbie Tucker plays in what series that follows a group of friends who run an Irish bar?,It's Always Sunny in Philadelphia,1,
3086,"Who is Cletis Tout? was a comedy film that starred which ""Home Improvement"" cast member?",Timothy Allen Dick,0,"'Who is Cletis Tout?' starred Tim Allen's 'Home Improvement' co-star Richard Karn, not Tim Allen (whose real name is Timothy Allen Dick)."
998,Are both Yangzhou and Jiangyan District considered coastal cities?,no,1,
1671,"Norman Buckley is associated with a family drama for what cable network, formerly known as ABC Family?",Freeform,1,
1283,How long is the tidal estuary in which Branford is a shoreline town?,110 miles,0,"Branford, Connecticut is on the shoreline of the Long Island Sound, which is not a tidal estuary that is 110 miles long. The Long Island Sound is about 110 miles long, but it is not typically referred to as a 'tidal estuary' in this context. The answer is misleading and not precise."
2612,"What was the 54th edition the 2009 UEFA Champions League Final, Europe's premier club football tournament , played?","Stadio Olimpico in Rome, Italy",1,
2411,"Which is longer, Hampshire and Hampden Canal or Tennessee–Tombigbee Waterway?",Tennessee–Tombigbee Waterway,1,
1898,What was the first name of the wife of the namesake of the high school located at 123 Coles Street in Jersey City?,Cheryl,0,"The high school at 123 Coles Street in Jersey City is Dr. Ronald E. McNair Academic High School, named after Ronald McNair. His wife's first name was Cheryl, so the answer is correct."
841,The competition Lev Oborin won in 1927 is held in what city?,"Warsaw, Poland",1,
2562,Wincenty Gostkowski was a lawyer for the watch manufacturer Patek Philippe & Co. in which city in Switzerland?,"Geneva, Switzerland",1,
2076,Who was the pivotal in the formation of schools catering for the primary and early secondary education of children in remote and outback Australia?,Adelaide Laetitia,0,"There is no historical evidence that 'Adelaide Laetitia' was pivotal in the formation of schools for children in remote and outback Australia. The most notable figure associated with this is Rev. John Flynn, who founded the School of the Air and the Royal Flying Doctor Service."
1600,Are Florida Atlantic University and Cleveland State University both colleges in the US?,yes,1,
201,Chris Williams last played for which football club from the National League North?,Salford City Football Club,0,"Chris Williams last played for Barrow in the National League North, not Salford City. Salford City is not his last club at that level."
965,Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?,Southern State Parkway,1,
447,What Cayman Islands registered Mandarin and Cantonese-language television broadcaster launched Phoenix Hong Kong Channel on 28 March 2011?,Phoenix Television,1,
2497,Which team featured in both the 2012 and 2011 Cops del Rey Finals ?,Barcelona,1,
3378,What items are used to play both Lapta and Rounders?,bat and ball,1,
1474,What New York representative and politician was defeated by Alan Hevesi in 2002?,John Faso,0,"John Faso was not a New York representative; he was a former Assembly Minority Leader. In the 2002 New York State Comptroller race, Alan Hevesi defeated John Faso, but Faso was not a U.S. Representative."
512,The Argentine National Anthem was adopted 3 years after which event that led to the removal of Viceroy Baltasar Hildalgo de Cisneros?,May Revolution,1,
1211,How many assists did the Bosnian football player account for during the 2008–09 VfL Wolfsburg season?,20 assists,0,"Edin Džeko, the Bosnian football player, recorded 7 assists during the 2008–09 VfL Wolfsburg season, not 20."
2753,Celebrity Fifteen to One has had more than one appearance by an English writer and former Conservative Member of what?,Parliament,1,
1805,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,0,"'Marvel' is the name of the publisher, not a specific comic series. The correct answer would be 'S.H.I.E.L.D.' or 'Nick Fury' comics, or 'Captain America' series, where both Nick Fury and Baron von Strucker appear."
444,"Which fantasy film from 1971 featured the song ""The Age of Not Believing""?",Bedknobs and Broomsticks,1,
2316,"Who was from farther west, Max Neufeld or Eduard Zahariev?",Max Neufeld,1,
1669,"Why are many of the band, Hirsute Pursuit's songs considered controversial?",men who have sex with men,0,"The answer is incomplete and misleading. While Hirsute Pursuit's songs are considered controversial due to explicit sexual content, especially themes related to gay sexuality and BDSM, simply stating 'men who have sex with men' does not fully explain the controversy or the nature of their music."
391,"Which cast member of Alice Upside Down also stars in the ABC Family/Freeform drama ""Switched at Birth?""",Lucas Stephen Grabeel,1,
2123,"Reveille Park is the eighth album by which American rapper born on October 5, 1970?",South Park Mexican,1,
3617,Which British-Mauritian model starred alongside Raj Babbar and Mahesh Manjrekar in a 2011 Indian romantic comedy film?,Bodyguard,0,"'Bodyguard' is a 2011 Indian romantic action film starring Salman Khan and Kareena Kapoor, not a British-Mauritian model. The British-Mauritian model Lisa Lazarus starred alongside Raj Babbar and Mahesh Manjrekar in the 2011 film 'Veer', not 'Bodyguard'."
553,What was the highest ranking in the United States for a single written by an English multi-instrumentalist?,25,0,"The answer '25' is not specific enough. The question is too vague without specifying the artist or the song, and '25' as a ranking cannot be verified as correct for all English multi-instrumentalists' singles in the US."
1641,Do Singapore Sling and Fish House Punch both contain alcohol?,yes,1,
1842,How many employees does the company that unveiled a deal to acquire IGATE have? ,"190,000 employees",1,
2354,"OU812 was the second album to feature a vocalist that also played what instrument in ""Finish What Ya Started""?",rhythm guitar,1,
2394,"Which film was produced first, Dangal or The Man from Snowy River II?",The Man from Snowy River II,1,
1599,In the animal kingdom what type of sexuality is described as sexual behavior toward both male and females?,bisexual,1,
2959,"What was the goal as a photographer of the man whose ""Message from the Interior"" was published by Eakins Press?","to make pictures that are ""literate, authoritative, transcendent""",1,
2346,"Trautmann is an upcoming British-German biographical film, starring German actor David Kross as a german footballer who played in which position ?",goalkeeper,1,
1778,What kind of novelists were both Robert Stone and Truman Capote?,American,1,
1499,Who manufactured the scooter upon which the Bajaj Priya was based off of?,Piaggio,1,
200,The 2000 British film Snatch was later adapted into a television series for what streaming service?,Crackle,1,
369,Erica Packer was the second wife of what Australian businessman?,James Packer,1,
3385,"Having written singles for several country acts, including Randy Travis, Blake Shelton, and Keith Whitley, what singer song writer achieved his 3rd No 1 single by writing ""Always and Forever""?",Paul Overstreet,1,
2706,What side-scrolling platform game had Christian Whitehead as project lead?,Sonic Mania,1,
2087,Which Turkish leisure airline started operations under its own AOC in April 2011?,Corendon Airlines,0,Corendon Airlines started operations in 2005. The Turkish leisure airline that started operations under its own AOC in April 2011 is Tailwind Airlines.
3373,Arthur Noss was a gunner for the commader during which two European theatre battles in WWII?,Battle of Britain and the Battle of Malta,0,There is no historical record of an 'Arthur Noss' serving as a gunner for a commander in the Battle of Britain or the Battle of Malta during WWII. The answer appears to be incorrect or based on inaccurate information.
3101,What Russian ballet choreographer restaged a play based on a Spanish novel by Miguel de Cervantes Saavedra? ,Alexander Gorsky,1,
3084,"What is name of the mountains near this autonomous community, in which Spanish politician Felipe Alcaraz was born?",Sierra Nevada mountains,1,
2873,In which state was both Rex Gene Foods and Foodtown located in?,New Jersey,1,
67,"What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks?",Usher,1,
365," What is the latest album of Tim Hecker, the Canadian electronic music maker?",Love Streams,0,"'Love Streams' was released in 2016. Tim Hecker has released newer albums since then, such as 'Konoyo' (2018), 'Anoyo' (2019), and 'No Highs' (2023)."
1316,What location is shared by both Great Neck School District and Saddle Rock Elementary School?,"New York, United States",1,
2781, The Minnesota State High School Mathematics League was founded by a professor at a private coeducational liberal arts college founded in what year? ,1874,1,
1323,"The movie that was the directorial debut of Jonathan Glazer included the musical piece Lujon. Which other movie that has the letter ""B"" in it also includes this piece?",The Big Lebowski,1,
1345,Are both Upper Crust Pizzeria and Eatza Pizza restaurants?,yes,1,
2902,Are Northwestern University and Middlebury College both private schools?,yes,1,
659,"When was the seven-time World and Olympic medalist on which ""Foxcatcher"" was based born? ","June 6, 1959",1,
733,The Aviation Hall of Fame and Museum of New Jersey is located at the airport in which New Jersey county?,Bergen,1,
387,Dead but Rising was a song by the Danish band fomed in what city in 2001?,Copenhagen,1,
504,"During which years was the model of car, featured on the cover of Earth's ""Pentastar: In the Style of Demons"" manufactured?",1964 to 1974,0,"The question refers to the Dodge Demon, which was produced from 1971 to 1972. The years 1964 to 1974 are incorrect for the Demon model."
1111,What was the last date the creator of  the NOI was seen by Elijah Muhammad?,last seen in 1933,1,
2221,The Wright Model B was an early pusher biplane designed by what inventors and aviation pioneers who are credited with building the world's first successful airplane?,Wright brothers,1,
2799,An American pharmacist was inspired to invent cola due to what recipe from  Angelo Mariani?,coca wine,1,
1301,"Which is headquarter farther south, Jet's Pizza or Chuck E. Cheese's?",Chuck E. Cheese's,0,"Jet's Pizza is headquartered in Sterling Heights, Michigan, while Chuck E. Cheese is headquartered in Irving, Texas. Irving, Texas is farther south than Sterling Heights, Michigan, so the correct answer should be Jet's Pizza is farther north, not south."
388,"The man, who the award in which ""Summer of the Monkeys"" won, was a spokesman for white sector of America?",middle America,0,"The answer 'middle america' does not correctly identify the man who won an award for 'Summer of the Monkeys' or his role as a spokesman. The author of 'Summer of the Monkeys' is Wilson Rawls, and there is no evidence he was a spokesman for the 'white sector of America.' The answer is incorrect and does not address the question properly."
3134,Knockout song was from which album of Lil Wayne on Cash Money Records ?,Rebirth,1,
1921,Where in the traditional West Riding of Lindsey is the Trolleybus Museum Located?,Isle of Axholme,1,
313,Who was born first Am Rong or Ava DuVernay ?,Am Rong,0,"There is no widely known public figure named 'am rong' for comparison. Ava DuVernay was born in 1972. Without evidence of 'am rong' being a real person with a known birth date, the answer cannot be considered correct."
3407,An American football quarterback for the Chicago Bears was a star of a game released when?,"July 14, 2009",0,"The question is unclear, but if it refers to the video game 'Madden NFL 10', which featured a Chicago Bears quarterback (at the time, Jay Cutler was the Bears' QB), the game was released on August 14, 2009, not July 14, 2009. The answer's date is incorrect."
947,"What is the fictional name of the mall in the movie ""Back to the Future"" which was filmed at the headquarters of EverTrust Bank?",Twin Pines/Lone Pine Mall,0,"The correct fictional name is 'Twin Pines Mall' (and later 'Lone Pine Mall' after Marty runs over a pine tree). The answer merges the two names into one, which is incorrect."
2379,Does Il trovatore have less acts than La rondine,no,1,
1587,Which member of Northern Kings was born on 14 January 1966?,Marco Hietala,1,
2557,"The album that contains the song ""Get Together"" by Madonna was mainly recorded in whose home studio?",Stuart Price,1,
2321,What Manchester United and Portuguese national winger scored a goal in the 2009 FA Community Shield?,Nani,1,
2086,"The album ""Mr. 12 String Guitar"" features a singer that hosted a variety show from 1969 to 1972 on what newtork?",CBS,1,
3442,What is the birthday of the oldest among Vicente García and Ximena Sariñana?,"March 30, 1983",1,
2725,"Between two bands Audioslave and Bodyjar, which group formed earlier?",Bodyjar,1,
163,What British singer-songwriter hosted the 16th Annual Young Hollywood Awards?,Kelly Lee Osbourne,0,"The 16th Annual Young Hollywood Awards in 2014 was hosted by Kelly Osbourne, who is a British television personality, not primarily known as a singer-songwriter. The answer also incorrectly gives her name as 'Kelly Lee Osbourne' instead of 'Kelly Osbourne.'"
2412,Davey Brozowski is a percussionist for a band that formed in what city in Washington?,Issaquah,1,
605,are the documentaries Out of Place and The Mosuo Sisters by the same director ?,no,1,
1452,"Which famous mine was in service first, the Salmita Mine or the Kanichee Mine?",Kanichee Mine,1,
3404,"Who wrote shorter stories, Raymond Carver or Lydia Davis?",Lydia Davis,1,
1241,The R241 road is in a county in what Republic?,Ireland,1,
2320,"Which opera was performed first, Thaïs or Euryanthe?",Euryanthe,1,
162,What major city is the Faith Lutheran Middle School and High School located by?,Las Vegas,1,
2752,Are Bitter Jester and The Future of Food both documentaries about food?,no,0,"'Future of Food' is a documentary about food, but 'Bitter Jester' is not; it is a documentary about stand-up comedy. Therefore, the answer should be 'no', but the reasoning is not explained in the answer."
3657,The standard that defines Svalbard and Jan Mayen is similar to what standard that originated in the United Nations Statistics Division?,UN M.49 standard,1,
1335,"How high on the US ""Billboard"" Hot 100 chart did Dan Smith's song reach in 2013?",number 5,0,"Dan Smith is the lead singer of Bastille. In 2013, Bastille's song 'Pompeii' peaked at number 5 on the UK Singles Chart, but on the US Billboard Hot 100, it peaked at number 5 as well. However, the question is ambiguous as Dan Smith does not have a solo song that charted; it was with Bastille. The answer is technically correct for 'Pompeii' by Bastille, but not for a solo Dan Smith song."
2817,"What Cantonese slang term can mean both ""ghost man"" and to refer to Westerners?",Gweilo,1,
3552,Who died last Vladimir Arnold or Georg Cantor?,Vladimir Igorevich Arnold,1,
2734,"What of Nico van der Meel's operatic roles was starring in a libretto based loosely on the eight paintings and engravings ""A Rake's Progress""?",The Rake's Progress,1,
3386,Which group of outlaws from the 1890s shares a name with a Yugoslav rock band?,Dalton Gang,1,
1893,Are Alek Keshishian and Kirk Kerkorian both Armenian-American?,yes,1,
1846,"What is the name of the genocidal mass slaughter of Tutsi Rwanda, in which Cyprian and Daphrose Rugamba were assassinated?",Rwandan genocide,1,
1500,The director of a film about Wong Fei-hung also made what film? ,"""The 36th Chamber of Shaolin""",0,"The director of the famous Wong Fei-hung films is Tsui Hark or sometimes Yuen Woo-ping, but 'The 36th Chamber of Shaolin' was directed by Lau Kar-leung, who is not known for directing Wong Fei-hung films. Therefore, the answer is incorrect."
2738,What job do both Alfred Santell and David Fincher have in common?,director,1,
1162, The Nantahala National Forest and the Croatan National Forest are both located in which state?,North Carolina,1,
1657,"Which writer was ordained to priesthood, W. Somerset Maugham or Thomas Merton?",Thomas Merton,1,
1445,Which documentary Hacking Democracy or The Memory of Justice was produced first ?,The Memory of Justice,1,
317,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",Oldham County,0,"Oldham County does not have a population of 60,316, nor does it feature the Lake Louisvilla neighborhood. Lake Louisvilla is located in Jefferson County, Kentucky."
1300,Was Pepper Keenan or Rob Parissi born first?,"Robert ""Rob"" Parissi",1,
1380,Abraham Lincoln Neiman and his wife Carrie Marcus Neiman cofounded Neiman Marcus with Carrie's brother Herbert in which American city in 1907?,Dallas,1,
1381,"Red Bend Catholic College contributes 800 students of the 7,560 population of what central west region of south Wales, Australia town?","Forbes in the Central West region of New South Wales, Australia",1,
944,Were both Monkey Kingdom and Anaganaga O Dheerudu connected with Disney?,yes,1,
384,Which American writer wrote both The Ganymede Takeover (1967) and The Man in the High Castle (1962)?,Philip K. Dick,1,
1210,"Who was the leading female star in ""The Others"" which marked the final film appearance of Renée Asherson in 2001?",Nicole Kidman,0,"'The Others' (2001) starred Nicole Kidman as the leading female star, but Renée Asherson did not appear in this film. Her final film appearance was in 'The Others' (2001), but she was not the leading female star; Nicole Kidman was. The answer is correct regarding the leading star, but the question is about Renée Asherson's final film, not who starred in it."
2838,Where was the rapper in 13 Dead Men from?,New Orleans,1,
1776,Matthew Butturini was born in a town on the Tweed River how many km north-east of Sydney?,848,0,"Tweed Heads, the town on the Tweed River where Matthew Butturini was born, is approximately 820 km north-northeast of Sydney, not 848 km. The answer is not accurate."
562,"Gualdo Tadino Cathedral, a Roman Catholic cathedral, was dedicated to Saint Bendict of Nursia who is a patron saint of what continent?",Europe,1,
3164,Loch Shiel is part of the river that drains into the sea near the castle that sits west of what town?,Acharacle,1,
2884,Who was one of the first religious sceptics’ best disciple?,Plato,0,Plato was not known as a disciple of religious skeptics; he was a student of Socrates and a philosopher who engaged with religious ideas but was not primarily a disciple of religious skepticism.
2633,Menindee Lakes are located near a town located on the banks of which river ?,the Darling River,1,
1854,Are Broughtonia and Perilla both types of mint?,no,0,"Perilla is a type of mint (in the Lamiaceae family), but Broughtonia is an orchid genus, not related to mint. The correct answer is 'no, only Perilla is a type of mint.'"
1526,What monster truck team was created by a man from Kill Devil Hills?,Grave Digger,1,
404,The Jeep Cherokee was originally sold as a variant of a Jeep model produced during what years?,1963 to 1991,1,
1667,About how many people are employed by the company founded by Denise Coates?,"3,000",1,
224,What film was written and directed by Joby Harold with music written by Samuel Sim?,Awake,1,
1002,What award did the writer of Never Let Me Go novel win in 1989?,Man Booker Prize for Fiction,1,
2785,"In 1736, a fortified complex was built in the heart of Moscow. What is this complex known as?",Moscow Kremlin,1,
2223,The home video game console that was developed by Sony Computer Entertainment is a platform for a racing video game developed by who?,Sony Studio Liverpool,1,
2159,"When was the German actress born who is best known for her role as the Borg Seven of Nine and who has role in  ""Body of Proof"" as Dr. Kate Murphy?","February 22, 1968",1,
1334,"The star of ""Lady in a Cage"" was born in what year?",1916,1,
2711,"Which battle took place during the American Civil War, Battle of Gettysburg or Battle of Tarawa?",Battle of Gettysburg,1,
2778,Who was the team president of the 2012 Cleveland Browns?,Mike Holmgren,1,
1645,Which American politician who served as United States Senator from 1971 to 1989 was Governor of Florida before Buddy MacKay?,Lawton Chiles,1,
1558,The Battle of Cambrai took place during a series of offensives that ended on what date?,11 November 1918,1,
2875,When did Gemma Ortega's Holocaust novel translation first receive best selling book of the year in Spain?,2007,0,"There is no widely known Holocaust novel by Gemma Ortega, nor is there evidence that such a translation received a best selling book of the year award in Spain in 2007. The answer appears to be incorrect or based on inaccurate information."
2373,What is the birthdate of this Norwegian professional footballer who plays as an attacking midfielder and who broke the record for the youngest player that has ever played in the Norwegian top league?,17 December 1998,1,
2317,What Brooklyn-based rapper has worked with both Rafeal Casal and Mos Def?,Talib Kweli,1,
1666,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,no,1,
2072,Which one of Magna Publishing Group's tiles is a spinoff of the UK's Club International?,Club,1,
1034,When was the plaintiff in the 1892 Barbed Wire Patent Case born?,"January 18, 1813",1,
971,"What films were the basis for ""Family Guy"" and the character of Peter Griffith? ",The Life of Larry and Larry & Steve,1,
1920,Metro West Ambulance serves event support for the building in Portland formerly known as what?,Rose Garden,1,
2737,The seventh largest inhabited island in Hawaii has what remote wild beach?,Polihale State Park,1,
3241,Who is the film dedicated to that Paramount Classics and MTV Films co-purchased the rights to?,Sam Phillips,0,"There is no widely known film jointly purchased by Paramount Classics and MTV Films that is dedicated to Sam Phillips. Sam Phillips is a famous music producer, but there is no clear connection to such a film dedication."
1892,"Matilda of Chester, Countess of Huntingdon's father was the son of which woman?",Maud of Gloucester,1,
297,What officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan from 1878 to 1880?,Treaty of Gandamak,1,
1811,"Which film was released first, Jawbreaker or Havenhurst?",Jawbreaker,1,
2881,Who is the father of the king that defeated the The forces of Olaf and Constantine,King Edward,1,
2250,Are both Leycesteria and Anigozanthos native to Australia?,no,1,
996,"Which type of character is featured by the P.L. Travers's third book and last novel in the ""Mary Poppins"" series?",fictional character,0,The answer 'fictional character' is too vague and does not specifically address the type of character featured in P.L. Travers' third book and last novel in the Mary Poppins series. The expected answer would be 'Mary Poppins' or a more specific description.
1379,Clone of clones played alongside a band from where? ,"Cleveland, Ohio",1,
1073,What kind of comedian was Michael Mclntyre's father?,Canadian comedian,0,"Michael McIntyre's father, Ray Cameron, was a British comedian and television producer, not a Canadian comedian."
2219,Are Stephen Frears and Jan Švankmajer from the same country?,no,1,
403,"The Indian actor and philanthropist, who starred in ""Mera Damad,"" entered the film industry in what year?",1977,1,
2161,"Which was released first, The Greatest Game Ever Played or Hot Lead and Cold Feet?",Hot Lead and Cold Feet,0,"'The Greatest Game Ever Played' was released in 2005, while 'Hot Lead and Cold Feet' was released in 1978. Therefore, 'Hot Lead and Cold Feet' was released first, so the answer is correct."
876,"Russia Soviet pianist, composer and teacher, Tatiana Nikolayeva taught what Polish pianist and music educator?",Maria Szraiber,1,
1056,Andrei Ivanovich Gorchakov commanded the 1st Infanty Corps in what major engagement of the Napoleonic Wars?,Battle of Dresden,1,
3176,Special K is a slang word for a medication whose main effects last how long?,up to 25 minutes,1,
3307,What corporation does the company that publishes the monthly magazine that focuses almost exclusively on the Western United States and featured photograph by Julius Shulman of a home designed by Rodney Walker belong to?,Southern Progress Corporation,0,"The magazine described is 'Sunset,' which focuses on the Western United States and has featured work by Julius Shulman and Rodney Walker. Sunset is published by Sunset Publishing Corporation, which was owned by Time Inc. (and previously by Southern Progress Corporation), but Southern Progress Corporation is not the direct publisher of Sunset. The answer is not fully correct."
2836,What is the home town of a woman who guest-starred on Thug Mentality 1999?,Memphis,0,"The woman who guest-starred on 'Thug Mentality 1999' is Mariah Carey, who is from Huntington, New York, not Memphis."
2777,"Which has more species, Festuca or Dactylis?",Festuca,1,
105,Which American film actor and dancer starred in the 1945 film Johnny Angel?,George Raft,1,
3038,Which former New York senator did Marc Elias help run for office? ,Hillary Rodham Clinton,1,
3049,The Combs–Hehl Bridge is a twin span single pier cantilever bridge carrying an intersate loop that encloses and area of over how many acres? ,"250,000",0,"The Combs–Hehl Bridge carries Interstate 275 over the Ohio River, forming part of the Cincinnati beltway. The area enclosed by the I-275 loop is about 250,000 acres, so the answer is correct in terms of the number. However, the question is about the area enclosed by the interstate loop, not the bridge itself. The bridge does not enclose any area; the loop does. The answer is misleading in context."
2301,"What company started the urban complex development that included the highrise building, The Harmon?",MGM Resorts International,0,"MGM Resorts International is primarily known for its resorts and casinos, not for pioneering urban complex development with highrise buildings. The question is likely referring to Mori Building Company, which is famous for such developments in Japan, like Roppongi Hills."
1745,Are both American Foxhound and Löwchen types of Foxhounds?,no,1,
2464,How many novels are there in series of novels which were adapted for a 2015 BBC TV  series in which Ruby Bentall plays a character called Verity ?,12,1,
164,Who did the Star and Dagger bass player marry?,Sean Yseult.,0,"Sean Yseult is the bass player for Star & Dagger, but the question asks who she married. Sean Yseult married Chris Lee, not herself."
232,One Raffles Place is one of the tallest skyscrapers in the city of Singapore and tallest in the wolrd outside North America until it was succeeded by a Building in city?,Hong Kong,1,
1704,The location of the area where Fort Nisqually stood is in what Washington county?,Pierce County,1,
3073,How much was Ammon Bundy's son ordered to pay in grazing fees?,over $1 million,0,"Ammon Bundy is the son of Cliven Bundy. It was Cliven Bundy who was ordered to pay over $1 million in grazing fees, not Ammon Bundy or his son. The answer confuses the individuals involved."
1915,What is one risk to Norway's financial reserve?,terrorist activity,0,"Terrorist activity is not generally considered a primary risk to Norway's financial reserve (the Government Pension Fund). Main risks are market volatility, oil price fluctuations, and global economic downturns."
